customer_age,asset_value,credit_score,contract_length,interest_rate,payment_frequency,time_to_default,defaulted
53.0,119455.7,717.0,12,0.0572,1,15.5,1
44.0,69057.06,643.0,60,0.0662,2,16.97,1
52.0,297658.42,713.0,36,0.0704,2,1.67,0
46.0,94810.68,629.0,60,0.0468,4,11.38,1
18.0,149284.21,683.0,12,0.088,1,12.81,0
31.0,68429.92,666.0,12,0.0475,4,15.15,1
43.0,117672.95,573.0,36,0.0455,12,4.42,0
27.0,26989.92,465.0,12,0.0442,2,54.9,0
54.0,37858.15,606.0,24,0.0529,1,1.32,1
68.0,84911.39,850.0,60,0.0602,4,5.4,0
63.0,84296.83,669.0,48,0.0779,12,9.66,1
42.0,99470.05,778.0,48,0.0392,12,1.67,1
67.0,179942.55,488.0,48,0.0339,1,3.05,0
47.0,14400.65,599.0,36,0.0528,12,20.86,0
40.0,22596.44,565.0,48,0.0412,4,17.57,0
36.0,75325.4,680.0,60,0.0276,1,16.07,1
40.0,29016.98,850.0,12,0.0741,4,13.06,1
39.0,1754629.43,746.0,24,0.0734,1,9.61,0
48.0,100279.81,850.0,48,0.0206,4,55.89,0
47.0,55363.13,675.0,48,0.0473,12,43.08,1
45.0,35758.05,836.0,48,0.0615,2,29.45,0
52.0,37043.11,850.0,24,0.0884,12,25.96,0
63.0,61706.26,689.0,60,0.0488,12,50.75,1
59.0,66968.79,646.0,48,0.0673,4,13.28,1
23.0,37922.54,568.0,12,0.0426,4,7.45,1
18.0,45562.84,669.0,36,0.0591,2,38.49,1
59.0,229643.77,708.0,24,0.068,2,11.54,1
24.0,239068.4,850.0,60,0.057,4,10.23,1
42.0,77036.45,571.0,12,0.0505,12,17.87,1
27.0,15658.05,706.0,24,0.0694,1,15.37,0
18.0,102590.76,519.0,24,0.0773,2,20.85,0
53.0,283305.88,657.0,36,0.053,12,9.03,1
56.0,235574.17,731.0,36,0.0707,1,32.23,0
36.0,124794.77,751.0,60,0.0388,12,12.36,1
18.0,248307.45,759.0,48,0.042,2,43.08,0
37.0,63157.33,740.0,36,0.0814,4,28.28,0
51.0,112207.26,758.0,60,0.02,4,9.43,1
23.0,30309.74,705.0,24,0.0452,2,2.95,0
48.0,80198.93,595.0,48,0.0543,4,10.02,1
45.0,226281.31,515.0,12,0.0267,1,7.7,1
54.0,33209.01,645.0,24,0.0715,12,4.58,1
47.0,25299.92,687.0,60,0.049,4,0.28,0
30.0,66005.21,825.0,12,0.0643,4,27.41,0
63.0,47731.07,690.0,24,0.0802,4,1.31,0
43.0,114593.66,680.0,36,0.0746,2,34.41,0
45.0,38053.2,739.0,60,0.0431,2,37.96,0
31.0,333847.51,673.0,12,0.0273,4,12.08,0
38.0,16486.94,781.0,36,0.0419,2,28.59,1
32.0,209763.25,850.0,12,0.0531,12,3.32,1
42.0,27865.67,850.0,48,0.02,1,27.83,0
71.0,9936.97,710.0,48,0.0818,12,18.57,0
24.0,75953.39,734.0,60,0.0524,12,0.74,0
21.0,46415.65,850.0,12,0.0453,1,41.6,0
67.0,19739.77,685.0,48,0.02,1,15.77,0
42.0,11143.63,768.0,24,0.0503,12,5.41,1
35.0,59375.63,586.0,24,0.0519,1,25.72,0
61.0,158869.26,669.0,48,0.0332,12,51.23,0
36.0,107468.55,816.0,48,0.056,4,29.68,1
72.0,63367.52,628.0,60,0.0474,2,46.57,0
55.0,96649.62,687.0,60,0.02,1,7.08,1
38.0,58266.69,543.0,24,0.0637,4,29.68,0
77.0,14332.37,850.0,36,0.0994,1,47.47,0
36.0,14459.49,826.0,12,0.0858,2,51.49,0
56.0,48865.72,719.0,36,0.0598,2,29.91,0
49.0,50988.06,751.0,60,0.0555,2,13.45,1
65.0,140222.07,740.0,36,0.02,1,5.09,1
68.0,127682.78,838.0,60,0.055,12,10.52,0
45.0,109659.24,648.0,36,0.0441,1,39.22,1
34.0,45239.11,773.0,24,0.02,1,14.74,0
52.0,15053.23,808.0,60,0.0425,4,28.24,1
35.0,90406.47,822.0,24,0.0385,4,39.58,1
75.0,101231.91,474.0,36,0.02,12,11.44,1
47.0,5494.31,640.0,48,0.048,2,27.66,0
40.0,25995.06,598.0,48,0.0204,2,9.06,0
48.0,29999.79,715.0,12,0.0581,1,13.36,0
25.0,67396.62,498.0,48,0.0612,2,8.21,1
30.0,26812.93,495.0,12,0.02,12,14.98,0
63.0,57633.85,850.0,36,0.0418,2,58.04,0
35.0,48507.08,762.0,12,0.0406,4,9.36,0
29.0,51064.79,712.0,12,0.0453,2,33.48,1
53.0,29249.15,736.0,12,0.02,1,30.7,0
63.0,31603.24,715.0,24,0.0577,4,2.05,0
56.0,20327.56,800.0,12,0.0804,12,5.41,1
60.0,87558.94,637.0,60,0.0803,1,9.36,1
34.0,105990.28,719.0,36,0.0682,1,8.95,1
24.0,27705.38,723.0,24,0.02,4,35.16,0
68.0,273933.35,595.0,60,0.0374,1,4.6,0
40.0,43712.9,828.0,36,0.0601,2,8.31,0
41.0,276560.71,655.0,24,0.0592,2,1.57,1
65.0,31504.1,802.0,36,0.0732,4,38.41,1
53.0,7890.56,711.0,48,0.0448,2,2.68,1
52.0,89518.25,850.0,36,0.0256,1,12.34,0
77.0,76768.15,596.0,48,0.0606,4,38.94,0
35.0,61969.26,592.0,48,0.0405,4,25.85,0
59.0,31500.78,609.0,36,0.0779,12,6.83,0
46.0,57839.53,713.0,48,0.0634,1,20.17,0
49.0,35908.9,850.0,24,0.0426,1,2.88,1
68.0,44251.76,850.0,48,0.0534,12,4.05,1
53.0,138917.05,469.0,12,0.0723,12,17.39,1
53.0,71985.3,725.0,24,0.0606,1,33.16,0
61.0,110188.89,379.0,24,0.0528,12,34.68,1
40.0,47483.21,780.0,24,0.055,4,18.54,1
32.0,42530.75,812.0,12,0.0439,4,22.4,0
29.0,18892.45,696.0,12,0.0582,1,3.13,1
18.0,41355.61,708.0,12,0.0505,4,3.25,0
76.0,2162.21,707.0,12,0.0293,1,40.77,1
28.0,33182.5,622.0,12,0.0586,12,58.48,0
42.0,55167.31,743.0,60,0.061,2,3.32,0
41.0,105205.79,677.0,60,0.0701,4,42.55,0
50.0,45767.16,793.0,12,0.02,4,15.13,0
57.0,84768.01,689.0,24,0.0554,12,20.41,1
58.0,6769.7,614.0,48,0.0422,4,16.24,0
36.0,56565.99,546.0,48,0.0614,1,12.85,0
42.0,11164.53,514.0,60,0.0254,4,26.46,0
49.0,17884.62,831.0,12,0.0759,12,22.3,0
41.0,49654.01,654.0,36,0.0285,1,25.55,0
69.0,214542.68,734.0,48,0.0399,4,0.55,1
52.0,86786.54,850.0,48,0.1042,4,7.1,1
56.0,60975.72,644.0,24,0.0519,4,8.6,0
55.0,58716.12,637.0,48,0.0718,4,44.65,0
63.0,29330.15,687.0,60,0.055,2,32.95,0
48.0,34752.84,703.0,12,0.0754,2,22.38,0
26.0,91800.78,850.0,12,0.0661,12,6.49,1
51.0,14982.52,850.0,48,0.034,2,45.28,1
35.0,108342.64,762.0,36,0.02,12,38.49,0
37.0,40598.77,845.0,60,0.0245,1,42.22,0
54.0,136701.78,682.0,48,0.0399,2,2.76,1
64.0,156544.17,730.0,60,0.0613,1,42.78,0
45.0,11236.42,670.0,36,0.07,2,38.15,1
50.0,33470.48,571.0,60,0.0491,12,21.07,1
71.0,25450.03,820.0,60,0.0533,1,24.55,0
49.0,9771.96,753.0,60,0.02,4,52.94,0
84.0,21321.4,702.0,12,0.0443,4,35.48,0
53.0,687801.7,700.0,36,0.0481,2,7.1,0
19.0,110140.26,549.0,12,0.059,1,24.84,1
56.0,407292.94,602.0,24,0.0435,12,36.79,0
51.0,137186.75,734.0,48,0.04,12,6.35,0
64.0,28514.18,647.0,12,0.0878,4,27.13,1
55.0,40873.16,678.0,60,0.0224,4,36.8,1
43.0,107843.48,690.0,24,0.0773,2,14.24,0
27.0,92735.46,632.0,36,0.0625,12,18.65,1
42.0,33612.66,603.0,36,0.0475,1,17.48,1
32.0,13226.89,539.0,12,0.094,4,13.9,0
36.0,1603599.24,685.0,60,0.0487,1,5.96,1
54.0,51992.27,762.0,60,0.0329,12,18.84,0
70.0,43228.75,536.0,36,0.0543,1,23.27,0
51.0,67059.43,698.0,60,0.0675,12,2.0,1
27.0,46970.33,728.0,48,0.0611,12,49.41,0
52.0,67692.38,601.0,12,0.0392,1,0.5,0
63.0,216846.99,842.0,12,0.0633,1,7.32,0
36.0,52862.61,661.0,60,0.02,1,20.94,0
43.0,18718.91,690.0,36,0.0772,12,16.16,1
45.0,50937.58,684.0,48,0.066,2,2.19,1
33.0,37631.56,523.0,48,0.02,12,32.7,1
55.0,248674.21,801.0,48,0.0354,12,12.38,1
43.0,193130.05,604.0,24,0.0749,2,14.89,0
51.0,66670.98,676.0,60,0.0454,4,4.29,1
32.0,16668.3,760.0,48,0.0493,1,5.99,1
38.0,17572.8,846.0,60,0.0781,1,2.72,0
56.0,60786.52,592.0,36,0.0381,4,9.29,0
39.0,83811.29,655.0,36,0.02,1,9.21,1
71.0,41166.38,838.0,36,0.0776,12,29.14,0
39.0,37042.84,746.0,24,0.0413,4,3.58,1
48.0,33097.09,767.0,36,0.0495,2,58.4,0
59.0,58489.71,595.0,60,0.0461,12,1.71,1
24.0,5526.1,662.0,12,0.0403,12,58.09,0
19.0,19903.95,683.0,12,0.0327,12,35.46,0
22.0,31982.66,614.0,60,0.0464,12,0.09,0
64.0,200286.31,533.0,12,0.0309,1,5.63,0
37.0,26534.11,649.0,48,0.0774,12,2.14,1
83.0,71715.93,835.0,12,0.0743,1,8.26,1
37.0,75097.52,706.0,24,0.0611,1,24.83,0
48.0,219238.73,837.0,36,0.0604,1,40.53,0
68.0,211626.33,718.0,12,0.02,1,11.17,1
75.0,56528.32,624.0,12,0.0726,2,17.16,1
76.0,37216.79,828.0,24,0.041,1,15.86,1
63.0,30827.64,721.0,24,0.077,1,2.66,0
60.0,47048.62,796.0,12,0.0839,4,59.05,0
54.0,38791.9,593.0,48,0.0452,2,8.59,1
57.0,104154.16,804.0,12,0.02,12,21.03,0
37.0,91154.38,807.0,48,0.0546,1,34.66,1
33.0,108206.98,729.0,36,0.0269,1,51.65,0
45.0,210930.44,619.0,60,0.038,2,2.27,0
42.0,385720.82,695.0,36,0.0458,4,10.59,1
38.0,67823.46,761.0,12,0.069,12,23.09,1
55.0,179775.44,723.0,12,0.059,12,40.41,0
59.0,42122.61,760.0,48,0.0808,2,6.97,1
46.0,195830.93,801.0,24,0.0341,2,40.05,0
67.0,173079.99,635.0,48,0.0725,4,11.57,1
28.0,164130.31,584.0,24,0.0655,2,7.04,0
42.0,65779.92,696.0,24,0.0635,4,8.08,0
34.0,30688.46,667.0,24,0.0722,4,18.0,0
18.0,14845.79,779.0,24,0.0666,1,59.5,0
44.0,57524.3,593.0,12,0.02,12,3.26,0
43.0,277343.63,802.0,60,0.0384,12,19.85,0
68.0,43921.32,835.0,60,0.0695,1,31.5,0
54.0,131285.1,700.0,36,0.0597,12,0.06,1
30.0,139239.59,706.0,36,0.0708,2,57.7,0
73.0,45085.4,623.0,36,0.0541,1,16.92,1
63.0,223316.39,646.0,48,0.0394,4,41.56,0
54.0,3266.06,659.0,36,0.0336,4,21.6,0
42.0,17628.1,844.0,36,0.02,2,11.65,0
31.0,23965.43,693.0,36,0.0605,12,18.22,0
39.0,26377.98,568.0,12,0.0211,2,9.66,1
61.0,83806.26,726.0,36,0.05,1,13.04,1
73.0,80020.47,783.0,60,0.0477,2,0.89,0
68.0,88786.56,697.0,12,0.0723,2,41.81,1
38.0,108671.14,847.0,24,0.0959,2,0.36,1
28.0,23153.37,778.0,48,0.0422,4,37.01,0
47.0,17708.92,595.0,12,0.0605,1,48.33,0
18.0,88993.6,645.0,12,0.05,12,27.66,0
50.0,31881.08,723.0,60,0.0321,4,5.56,0
43.0,12450.61,533.0,36,0.0736,4,29.46,1
38.0,158157.13,734.0,24,0.058,2,7.29,0
21.0,241615.26,524.0,60,0.0618,4,49.48,0
53.0,284122.54,802.0,60,0.068,1,35.7,1
37.0,72186.46,791.0,12,0.0681,1,35.53,0
27.0,111963.94,750.0,24,0.0467,12,0.02,0
18.0,235594.7,632.0,60,0.071,1,57.6,0
45.0,31526.51,717.0,48,0.0468,4,7.82,0
72.0,181802.77,649.0,48,0.0259,12,11.01,0
70.0,78857.38,597.0,60,0.06,4,59.17,0
38.0,149299.8,666.0,12,0.0771,4,5.37,0
36.0,72120.46,770.0,48,0.0366,1,44.5,0
52.0,218875.14,704.0,12,0.02,1,5.7,0
30.0,74871.14,845.0,36,0.0525,12,43.05,1
50.0,13575.49,777.0,36,0.0291,1,53.36,0
56.0,255742.57,766.0,12,0.0386,4,13.13,1
63.0,23213.04,539.0,60,0.0519,12,5.86,1
43.0,209621.38,671.0,36,0.02,12,33.21,1
42.0,54707.56,594.0,36,0.0409,12,4.48,0
32.0,194077.14,682.0,48,0.0423,1,20.85,0
33.0,186235.75,631.0,60,0.087,12,39.18,0
42.0,92055.14,662.0,12,0.0469,1,41.25,0
51.0,99561.95,806.0,36,0.0926,2,27.18,0
59.0,91365.99,748.0,60,0.0747,12,13.08,1
33.0,7991.83,801.0,36,0.059,4,32.06,1
67.0,67395.28,540.0,48,0.0572,4,12.83,1
41.0,19612.76,706.0,60,0.0565,12,3.59,1
45.0,71053.41,797.0,24,0.0527,1,38.8,0
34.0,19092.63,850.0,48,0.0204,2,51.06,0
18.0,18307.17,545.0,12,0.057,2,5.66,0
58.0,298025.55,665.0,60,0.0519,1,14.68,0
56.0,174459.41,803.0,36,0.0542,12,3.18,1
41.0,59626.62,681.0,60,0.0848,2,8.41,1
46.0,72025.01,609.0,12,0.0459,1,31.81,0
53.0,46727.31,545.0,60,0.0287,4,21.02,0
22.0,105860.38,605.0,36,0.0388,12,23.53,0
37.0,30453.18,531.0,48,0.0667,2,27.29,1
57.0,161739.17,706.0,48,0.0557,12,12.55,0
26.0,46486.31,790.0,36,0.0509,12,16.75,0
49.0,39346.13,574.0,24,0.0225,12,13.13,1
25.0,61188.41,726.0,24,0.074,12,18.63,0
52.0,33151.83,785.0,48,0.0378,2,35.32,1
44.0,83173.36,700.0,12,0.0572,2,36.25,1
21.0,34983.7,539.0,60,0.048,1,30.22,0
62.0,95656.95,739.0,36,0.02,4,36.24,0
34.0,201996.68,695.0,12,0.0574,2,1.19,0
33.0,29163.65,684.0,60,0.026,4,3.89,1
48.0,52544.96,645.0,48,0.0567,4,20.13,0
62.0,94971.37,709.0,36,0.0395,2,36.49,0
30.0,38721.2,751.0,12,0.0462,4,35.78,1
46.0,95255.74,850.0,60,0.0642,1,16.88,1
51.0,104338.83,711.0,48,0.0248,1,2.22,0
55.0,176886.18,850.0,48,0.112,1,0.06,0
48.0,32663.38,736.0,60,0.0331,4,32.25,1
39.0,23323.69,690.0,24,0.064,12,19.47,1
33.0,44021.02,715.0,24,0.068,12,20.27,1
46.0,22748.34,578.0,60,0.0805,1,15.99,1
29.0,105292.58,731.0,60,0.0366,2,10.14,0
18.0,18736.87,501.0,60,0.035,4,2.29,0
52.0,617241.98,614.0,48,0.0719,1,11.61,1
59.0,218803.18,711.0,36,0.0609,12,7.15,1
18.0,60631.86,819.0,48,0.0613,1,25.07,0
30.0,142542.36,843.0,48,0.078,1,35.02,1
54.0,11651.59,676.0,24,0.0519,1,15.62,0
76.0,746666.07,716.0,60,0.0536,12,31.12,1
45.0,33182.75,798.0,48,0.0766,12,1.56,0
34.0,53077.19,567.0,48,0.0535,2,0.79,0
42.0,9358.75,740.0,60,0.0297,12,25.46,1
66.0,97371.35,617.0,36,0.032,1,10.23,1
35.0,19804.33,683.0,24,0.0447,12,19.74,1
33.0,66280.81,654.0,12,0.0571,2,1.78,0
38.0,34742.73,744.0,48,0.0692,4,59.27,0
31.0,20378.91,755.0,36,0.098,2,4.32,1
47.0,26786.1,789.0,12,0.0451,1,36.28,1
69.0,75040.86,735.0,60,0.022,1,32.66,1
50.0,16622.44,717.0,12,0.02,4,1.67,1
41.0,28316.17,850.0,60,0.0457,2,19.95,0
41.0,116223.85,548.0,36,0.0498,1,15.96,1
22.0,808131.34,850.0,12,0.0623,2,5.78,0
58.0,96528.04,671.0,24,0.0989,12,25.78,1
44.0,23926.42,757.0,36,0.0624,12,28.16,1
42.0,41476.65,667.0,12,0.0517,1,49.24,0
85.0,61795.7,630.0,48,0.07,4,22.48,1
49.0,42216.86,748.0,12,0.02,12,15.17,1
34.0,147717.68,804.0,12,0.055,2,44.64,0
39.0,74419.51,747.0,24,0.02,1,17.28,1
62.0,148427.57,646.0,36,0.0782,4,13.6,0
47.0,43719.79,850.0,48,0.023,1,4.98,0
23.0,225370.33,820.0,36,0.0699,1,10.71,0
59.0,50691.55,793.0,36,0.0662,4,11.59,0
35.0,22670.28,665.0,48,0.0795,2,45.47,0
73.0,528247.59,637.0,48,0.0316,12,13.21,1
61.0,9652.98,672.0,24,0.0488,2,40.87,1
38.0,28602.84,808.0,60,0.0697,4,59.53,0
64.0,31983.4,601.0,24,0.0569,4,2.62,0
46.0,735500.33,593.0,48,0.0598,12,1.93,0
58.0,364710.4,754.0,12,0.0648,12,41.01,0
52.0,266712.92,732.0,12,0.0434,4,1.54,0
32.0,43016.6,623.0,36,0.0307,4,7.97,1
35.0,677508.92,591.0,36,0.0342,12,21.04,1
60.0,86539.13,844.0,60,0.0482,12,55.46,0
40.0,159096.05,736.0,60,0.0351,2,14.41,1
39.0,71660.53,564.0,60,0.0443,4,14.81,1
31.0,56984.43,571.0,60,0.0495,4,41.94,0
51.0,46547.16,664.0,12,0.0804,2,4.42,1
76.0,48550.51,773.0,48,0.028,1,22.04,0
29.0,110028.16,760.0,60,0.0348,12,33.09,0
45.0,86439.48,813.0,24,0.0492,12,23.02,0
66.0,58019.16,551.0,60,0.0294,1,4.93,1
44.0,270905.14,722.0,12,0.02,2,16.0,1
52.0,3081.73,843.0,36,0.0377,2,28.14,1
29.0,99696.64,833.0,24,0.0448,2,4.32,1
51.0,122729.58,736.0,60,0.0536,2,2.62,1
42.0,188520.66,850.0,12,0.0306,4,6.17,0
60.0,56113.32,761.0,36,0.0835,4,1.45,1
63.0,73711.94,804.0,60,0.0655,2,0.52,0
84.0,160483.82,704.0,12,0.0278,12,43.19,1
54.0,265977.34,622.0,12,0.0378,1,2.83,1
50.0,44332.09,612.0,48,0.0363,1,8.04,1
48.0,78196.16,718.0,12,0.0285,12,27.11,0
40.0,320800.26,679.0,60,0.073,2,38.45,1
50.0,7157.91,523.0,12,0.0287,2,46.03,0
41.0,30031.06,597.0,24,0.0521,1,9.0,0
48.0,259324.64,668.0,12,0.0396,1,26.8,0
65.0,178534.62,773.0,12,0.046,4,8.64,1
30.0,100956.52,698.0,24,0.0706,1,42.71,1
62.0,38231.04,693.0,60,0.0564,1,51.34,0
65.0,24789.65,601.0,36,0.0573,1,7.82,1
43.0,33149.55,702.0,48,0.0563,1,25.78,0
18.0,281533.92,832.0,36,0.0597,4,26.68,0
36.0,31938.18,716.0,60,0.029,4,57.65,0
64.0,66265.39,549.0,60,0.0364,4,2.95,1
45.0,28177.87,575.0,24,0.0574,12,27.0,1
30.0,139075.75,759.0,36,0.0355,1,22.09,0
37.0,34936.02,678.0,12,0.043,4,41.73,0
58.0,54306.88,693.0,24,0.0555,12,19.21,0
53.0,11121.3,639.0,24,0.0721,12,22.58,1
41.0,11927.86,750.0,48,0.0671,2,22.64,1
39.0,60335.33,670.0,24,0.082,4,14.64,1
39.0,15912.22,681.0,36,0.0529,1,31.72,0
31.0,491435.82,615.0,60,0.0524,1,52.35,0
69.0,7619.58,792.0,48,0.0368,2,14.16,1
40.0,26898.47,678.0,12,0.0611,12,5.41,0
63.0,60882.49,761.0,36,0.0751,4,15.29,1
68.0,41558.9,581.0,12,0.0388,2,17.56,1
60.0,19847.92,850.0,24,0.0589,1,12.61,0
39.0,22972.94,828.0,36,0.0724,12,5.98,1
51.0,22233.29,509.0,48,0.0333,12,4.08,1
45.0,44948.75,620.0,48,0.061,4,10.14,0
31.0,421649.25,748.0,12,0.0621,4,14.55,0
50.0,64727.23,568.0,60,0.02,4,9.76,1
27.0,195418.85,687.0,48,0.0393,2,54.97,0
63.0,99406.85,743.0,12,0.0277,1,15.21,0
38.0,182382.68,682.0,60,0.0398,4,12.13,0
48.0,3641.08,754.0,36,0.0417,2,27.27,0
49.0,44158.56,631.0,48,0.0493,2,7.83,1
41.0,221269.22,476.0,48,0.0681,4,4.76,1
54.0,33801.63,798.0,12,0.0744,2,49.04,0
38.0,348876.46,798.0,48,0.0535,1,4.41,0
58.0,264049.05,850.0,12,0.076,4,6.8,0
25.0,37454.02,479.0,48,0.0666,2,38.18,0
47.0,36200.8,775.0,12,0.0483,2,12.25,0
74.0,21728.81,503.0,48,0.0793,4,3.75,1
30.0,31901.42,850.0,36,0.0513,2,19.73,1
35.0,17455.52,749.0,36,0.055,1,3.66,1
53.0,91932.62,605.0,12,0.0306,2,24.78,1
48.0,13960.03,778.0,36,0.0572,12,6.52,0
50.0,109505.82,645.0,12,0.0584,1,19.53,1
52.0,112204.54,730.0,12,0.0673,4,0.32,1
55.0,11370.71,721.0,24,0.0455,4,32.39,0
62.0,282044.07,850.0,36,0.0354,2,12.2,1
51.0,100068.41,850.0,24,0.0582,12,23.46,1
41.0,126715.29,640.0,24,0.0648,1,18.79,1
55.0,28038.53,806.0,48,0.0433,2,3.44,1
73.0,111566.84,735.0,12,0.0332,1,17.42,1
43.0,184682.51,559.0,60,0.0418,4,47.31,0
30.0,54251.81,630.0,24,0.0818,4,43.95,0
62.0,443264.73,850.0,48,0.0305,12,1.43,1
43.0,62571.47,736.0,36,0.03,4,1.72,1
18.0,187359.74,800.0,60,0.0874,12,11.4,0
58.0,80258.57,679.0,12,0.0469,4,8.53,1
37.0,107529.61,646.0,48,0.0255,1,2.32,0
44.0,11256.13,703.0,60,0.0217,1,16.21,0
50.0,86773.26,673.0,12,0.0615,2,14.27,1
48.0,28710.69,551.0,12,0.0567,2,50.79,0
56.0,25683.44,600.0,60,0.0616,2,11.81,1
38.0,342526.12,771.0,48,0.0328,2,25.38,1
53.0,48350.4,662.0,60,0.0262,2,6.31,1
41.0,21953.86,703.0,24,0.0608,2,10.53,1
56.0,41809.06,723.0,12,0.0291,12,40.66,0
54.0,16310.26,731.0,36,0.0467,12,58.61,0
31.0,251169.8,815.0,60,0.0323,4,36.65,0
61.0,29861.32,590.0,60,0.083,12,11.29,1
37.0,101650.93,757.0,12,0.0684,1,15.76,0
57.0,232374.77,776.0,12,0.1027,12,11.09,1
51.0,36309.96,799.0,60,0.0628,2,12.15,0
73.0,101928.05,559.0,36,0.0563,12,42.17,0
42.0,21373.65,725.0,12,0.0636,1,0.4,1
40.0,690913.26,850.0,12,0.02,4,46.77,0
45.0,152722.85,690.0,24,0.02,12,6.9,1
40.0,49384.58,748.0,48,0.0642,1,8.3,0
57.0,27644.06,778.0,24,0.0384,12,12.78,1
21.0,53423.36,597.0,36,0.05,4,44.91,0
29.0,42617.33,850.0,48,0.02,12,51.35,0
29.0,422077.64,750.0,60,0.0396,1,4.87,0
59.0,17579.09,752.0,36,0.0428,4,1.23,1
71.0,68514.55,534.0,36,0.0685,4,31.09,1
43.0,58786.17,779.0,24,0.0527,4,25.92,0
42.0,53241.3,751.0,48,0.0224,4,4.24,0
46.0,53711.55,850.0,36,0.0396,2,12.22,0
62.0,53312.66,669.0,48,0.0722,2,4.13,1
31.0,143353.1,601.0,60,0.041,12,19.2,1
49.0,110082.4,632.0,48,0.068,12,10.34,1
60.0,91027.02,650.0,24,0.0391,4,6.09,0
53.0,2881.34,588.0,24,0.0567,1,4.76,0
48.0,80805.06,829.0,36,0.0512,1,29.98,0
60.0,11434.16,833.0,48,0.0478,2,41.73,0
18.0,114270.09,680.0,24,0.0238,1,19.42,0
55.0,261580.5,661.0,12,0.02,4,5.17,0
35.0,23712.58,518.0,24,0.0549,12,24.11,1
18.0,46083.92,770.0,60,0.0507,12,13.14,0
53.0,32880.8,850.0,12,0.0393,4,10.86,0
66.0,205958.87,636.0,48,0.0325,1,46.48,0
43.0,65842.97,688.0,36,0.0768,2,36.26,0
59.0,337165.57,743.0,12,0.0698,2,17.41,1
69.0,90558.76,850.0,24,0.0649,12,11.48,1
65.0,76301.68,720.0,36,0.0822,1,11.07,1
70.0,64100.46,720.0,36,0.028,2,33.7,0
56.0,135671.54,718.0,36,0.0555,1,19.92,1
46.0,10533.48,557.0,36,0.0222,1,25.7,0
21.0,65208.42,555.0,48,0.042,2,2.8,1
41.0,55823.69,619.0,48,0.0438,12,15.11,0
32.0,123675.79,801.0,48,0.0364,1,19.41,0
78.0,49627.4,666.0,24,0.0492,2,21.6,0
42.0,21189.6,647.0,48,0.093,4,3.99,1
47.0,60315.88,645.0,36,0.0552,4,5.42,0
53.0,20275.32,686.0,12,0.0696,12,8.15,1
46.0,8731.9,850.0,12,0.0521,2,59.77,0
70.0,123886.67,685.0,12,0.02,1,21.78,0
36.0,106837.21,621.0,12,0.0374,4,48.32,0
48.0,95520.0,703.0,12,0.0393,1,43.04,0
34.0,220340.29,850.0,60,0.0492,4,33.85,0
25.0,30790.7,650.0,12,0.0621,2,4.54,1
36.0,14312.46,582.0,12,0.0672,1,22.09,1
44.0,55824.62,650.0,12,0.057,12,35.05,0
39.0,42298.2,713.0,24,0.0712,2,44.03,0
35.0,25789.02,769.0,60,0.037,1,59.63,0
24.0,55279.14,801.0,12,0.0612,4,18.89,0
44.0,32480.49,595.0,48,0.06,2,20.04,0
22.0,9547.12,605.0,24,0.068,12,12.49,1
56.0,38515.78,668.0,60,0.0353,4,24.55,1
46.0,19218.43,768.0,48,0.0868,1,0.79,1
23.0,75481.89,574.0,48,0.0342,1,51.28,0
40.0,31068.98,639.0,24,0.0407,2,53.79,0
34.0,181976.25,641.0,48,0.0649,12,4.69,1
50.0,297707.3,794.0,36,0.02,4,15.99,0
65.0,118111.15,753.0,24,0.0313,2,24.03,0
18.0,12695.13,790.0,24,0.0517,12,11.2,0
47.0,269735.2,834.0,36,0.02,4,3.55,0
43.0,289444.96,669.0,24,0.0341,12,0.95,1
55.0,61009.84,581.0,48,0.0518,12,34.19,0
48.0,224790.95,582.0,48,0.0335,4,3.67,1
34.0,34486.56,516.0,48,0.0856,1,5.67,1
40.0,9262.73,654.0,36,0.0645,1,33.15,0
33.0,27993.16,662.0,48,0.059,12,24.1,0
61.0,337493.28,779.0,36,0.0528,12,30.37,0
45.0,13479.43,702.0,36,0.0653,2,5.45,0
74.0,59845.49,651.0,36,0.0512,1,55.37,0
44.0,61953.78,688.0,24,0.0302,1,2.09,1
34.0,35847.38,596.0,60,0.0568,12,2.09,1
22.0,38425.57,803.0,36,0.0357,2,20.98,1
18.0,64360.1,621.0,48,0.0586,2,13.66,0
21.0,34126.78,586.0,36,0.0559,2,6.22,0
49.0,14442.66,782.0,12,0.0374,4,21.68,0
53.0,74238.04,757.0,24,0.0912,4,24.77,0
21.0,175144.49,528.0,48,0.0755,4,7.1,1
58.0,142853.16,786.0,24,0.0489,2,8.89,0
38.0,26642.54,626.0,24,0.0601,1,49.01,0
47.0,17133.18,663.0,12,0.0567,4,0.29,1
69.0,45062.79,719.0,36,0.0392,12,48.0,0
58.0,287159.05,759.0,48,0.0614,12,29.68,0
41.0,114187.61,745.0,60,0.0461,12,3.09,0
32.0,121050.69,695.0,24,0.0219,1,18.81,1
18.0,145780.44,658.0,60,0.0398,4,0.97,1
34.0,91196.02,741.0,60,0.0399,1,27.56,0
42.0,67549.0,688.0,36,0.02,4,28.88,1
30.0,116111.58,850.0,60,0.0767,12,13.35,0
43.0,34677.07,759.0,48,0.0395,12,1.54,0
46.0,14552.78,608.0,36,0.0425,1,16.6,1
42.0,123376.62,652.0,60,0.095,4,9.31,0
